,name,symbol,slug,num_market_pairs,is_active,cmc_rank,last_updated,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.last_updated
395,Cardano,ADA,cardano,287,1,3,2021-08-15T02:23:07.000Z,-0.56938499,3.07458773,51.39474233,76.01919101,41.30049742,1.06457257,2021-08-15 02:23:07+00:00
396,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:29:02.000Z,-0.02083062,-0.54352384,7.65608459,48.1221329,17.72988715,5.45054249,2021-08-15 02:29:02+00:00
397,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:29:02.000Z,-0.3156727,1.61089291,21.58654935,45.56013836,7.05506564,-35.10543485,2021-08-15 02:29:02+00:00
398,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:29:03.000Z,2.55568882,7.81702919,21.70028417,66.65066104,-2.36088473,-37.60167328,2021-08-15 02:29:03+00:00
399,Monero,XMR,monero,161,1,29,2021-08-15T02:29:04.000Z,0.74099731,1.84036317,4.83523812,37.75595949,-0.04496107,-25.80085235,2021-08-15 02:29:04+00:00
400,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:29:02.000Z,0.19559988,-0.43219892,6.17741969,68.72582851,29.81907223,-3.70547963,2021-08-15 02:29:02+00:00
401,Cardano,ADA,cardano,287,1,3,2021-08-15T02:28:07.000Z,-0.04724095,3.79953396,52.07699218,76.81059195,41.43568755,1.82797063,2021-08-15 02:28:07+00:00
402,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:34:02.000Z,0.00168006,-0.58033809,7.32000035,48.69524604,18.04672787,6.40689057,2021-08-15 02:34:02+00:00
403,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:34:02.000Z,-0.32123905,1.57875046,21.26920797,46.19853213,7.33041122,-34.33906397,2021-08-15 02:34:02+00:00
404,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:34:03.000Z,3.30637484,7.90800069,21.39075506,68.24469469,-1.83387573,-36.49133022,2021-08-15 02:34:03+00:00
405,Monero,XMR,monero,161,1,29,2021-08-15T02:34:04.000Z,0.75348406,1.6257243,4.35382443,38.25381146,0.11497871,-24.56185956,2021-08-15 02:34:04+00:00
406,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:34:02.000Z,0.38102325,-0.42212339,5.98625099,69.54490033,30.21133609,-2.73528324,2021-08-15 02:34:02+00:00
407,Cardano,ADA,cardano,287,1,3,2021-08-15T02:33:09.000Z,-0.33372909,3.89930609,51.8022008,77.23136821,41.4587616,4.17688514,2021-08-15 02:33:09+00:00
408,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:39:02.000Z,0.11649166,-0.47934948,7.4334344,48.54467677,18.03973339,6.07044579,2021-08-15 02:39:02+00:00
409,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:39:02.000Z,0.20707808,2.1156628,21.9427425,46.79943068,7.54701787,-34.2547279,2021-08-15 02:39:02+00:00
410,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:39:03.000Z,2.8357339,7.09719801,21.0333855,66.70687159,-2.78236067,-37.33313789,2021-08-15 02:39:03+00:00
411,Monero,XMR,monero,161,1,29,2021-08-15T02:39:04.000Z,0.67123318,1.68877246,4.49268443,37.91739796,-0.06759565,-25.19471464,2021-08-15 02:39:04+00:00
412,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:39:02.000Z,0.45577246,-0.30771602,6.11762611,69.44280583,30.04163276,-3.36944331,2021-08-15 02:39:02+00:00
413,Cardano,ADA,cardano,287,1,3,2021-08-15T02:38:07.000Z,-0.65233584,3.56859187,50.92123003,76.28010812,40.72193855,2.88351828,2021-08-15 02:38:07+00:00
414,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:44:02.000Z,0.08262011,-0.40196285,7.55981852,48.24772761,18.15421618,6.25586252,2021-08-15 02:44:02+00:00
415,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:44:02.000Z,0.42356881,2.31054966,22.21663435,46.41890898,7.83300698,-33.97921745,2021-08-15 02:44:02+00:00
416,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:44:03.000Z,3.10075431,7.86011304,22.23261979,66.95283486,-2.50448777,-36.90825494,2021-08-15 02:44:03+00:00
417,Monero,XMR,monero,161,1,29,2021-08-15T02:44:04.000Z,0.66071034,2.00238328,4.64091035,37.57048785,0.03739713,-24.97755226,2021-08-15 02:44:04+00:00
418,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:44:02.000Z,0.37486747,-0.21207555,6.17725357,68.96364949,30.02344615,-3.0927016,2021-08-15 02:44:02+00:00
419,Cardano,ADA,cardano,287,1,3,2021-08-15T02:43:08.000Z,-0.25180197,4.36685293,51.12014547,76.77999206,40.99043157,3.9342004,2021-08-15 02:43:08+00:00
420,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:49:02.000Z,0.23783835,-0.66544516,7.3001256,48.07812282,18.24350416,6.29797932,2021-08-15 02:49:02+00:00
421,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:49:02.000Z,0.91663105,1.51195357,21.37115163,45.25818628,7.26663208,-34.31396237,2021-08-15 02:49:02+00:00
422,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:49:03.000Z,2.97870891,7.174378,20.01263799,66.23850542,-2.49699796,-37.12465854,2021-08-15 02:49:03+00:00
423,Monero,XMR,monero,161,1,29,2021-08-15T02:49:04.000Z,0.77824487,1.46862627,3.92199626,37.22645937,-0.0938452,-24.96162645,2021-08-15 02:49:04+00:00
424,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:49:02.000Z,0.39125575,-0.66156653,5.68851316,68.43143136,29.97756092,-3.05015823,2021-08-15 02:49:02+00:00
425,Cardano,ADA,cardano,287,1,3,2021-08-15T02:48:08.000Z,0.04780138,3.8827178,50.87922723,76.48538174,41.42790932,4.13337448,2021-08-15 02:48:08+00:00
426,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:53:02.000Z,0.30537228,-0.52627194,7.26989796,48.07846287,18.24819316,6.35624823,2021-08-15 02:53:02+00:00
427,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:53:02.000Z,1.51937959,1.72400257,21.41534587,45.58348768,7.36593957,-34.16569144,2021-08-15 02:53:02+00:00
428,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:53:03.000Z,3.32094107,7.8637702,20.40589362,66.99277176,-1.95504951,-36.76375953,2021-08-15 02:53:03+00:00
429,Monero,XMR,monero,161,1,29,2021-08-15T02:53:04.000Z,0.73603025,1.46748249,3.76014355,37.38040159,-0.36030422,-24.69225077,2021-08-15 02:53:04+00:00
430,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:53:02.000Z,0.451322,-0.60643708,5.7521716,68.50787649,29.98597419,-2.89996527,2021-08-15 02:53:02+00:00
431,Cardano,ADA,cardano,287,1,3,2021-08-15T02:52:08.000Z,0.16045586,3.65191676,50.91223415,76.47384227,41.03880564,3.88107734,2021-08-15 02:52:08+00:00
432,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T02:59:02.000Z,0.19170339,-0.74886435,7.51575529,48.00137054,17.83128532,6.09759267,2021-08-15 02:59:02+00:00
433,Litecoin,LTC,litecoin,710,1,13,2021-08-15T02:59:02.000Z,1.21834858,1.62181372,21.3957578,45.62119308,7.20357366,-34.2908656,2021-08-15 02:59:02+00:00
434,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T02:59:03.000Z,2.18589268,6.68180046,20.03138139,66.04124015,-2.88603485,-37.25079445,2021-08-15 02:59:03+00:00
435,Monero,XMR,monero,161,1,29,2021-08-15T02:59:04.000Z,0.66508967,1.26880229,4.12738693,37.60764162,-0.49948121,-24.75985072,2021-08-15 02:59:04+00:00
436,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T02:59:02.000Z,0.37687985,-0.85464429,6.04469144,68.25608192,29.63889655,-3.3522748,2021-08-15 02:59:02+00:00
437,Cardano,ADA,cardano,287,1,3,2021-08-15T02:58:08.000Z,0.06872255,3.00479683,50.75809044,76.03502569,40.96568639,4.24688374,2021-08-15 02:58:08+00:00
438,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:04:02.000Z,0.10074785,-0.66228839,7.3496704,48.03563807,18.07501618,5.88562693,2021-08-15 03:04:02+00:00
439,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:04:02.000Z,0.9273513,1.75826278,21.09014177,45.64629128,7.62559725,-34.48547125,2021-08-15 03:04:02+00:00
440,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:04:03.000Z,1.40263672,5.94390847,19.02681015,64.92845527,-2.85632317,-37.61773057,2021-08-15 03:04:03+00:00
441,Monero,XMR,monero,161,1,29,2021-08-15T03:04:04.000Z,0.28581546,0.91112048,3.68034224,37.29843154,-0.34286919,-24.93722185,2021-08-15 03:04:04+00:00
442,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:04:02.000Z,0.12026244,-0.96622092,5.75379266,68.01659766,29.98227863,-3.44935001,2021-08-15 03:04:02+00:00
443,Cardano,ADA,cardano,287,1,3,2021-08-15T03:03:08.000Z,-0.06085231,2.77293542,50.20094045,75.92326187,40.98382057,2.98982495,2021-08-15 03:03:08+00:00
444,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:07:02.000Z,-0.02375977,-0.77631645,7.13919841,47.81841414,18.22455941,5.68909977,2021-08-15 03:07:02+00:00
445,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:07:02.000Z,-0.1138136,0.97579726,20.16902273,44.80371856,7.12525459,-34.86119201,2021-08-15 03:07:02+00:00
446,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:07:03.000Z,0.6271538,5.29882533,18.28154481,63.54754794,-3.29380655,-37.94873641,2021-08-15 03:07:03+00:00
447,Monero,XMR,monero,161,1,29,2021-08-15T03:07:04.000Z,0.02286276,0.8224359,3.29647837,37.26832592,-0.21259115,-25.42222387,2021-08-15 03:07:04+00:00
448,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:07:02.000Z,-0.04871165,-1.01959136,5.54208254,67.7333223,30.13172657,-3.66852272,2021-08-15 03:07:02+00:00
449,Cardano,ADA,cardano,287,1,3,2021-08-15T03:06:07.000Z,-0.07694105,2.42553698,49.86407892,75.87460572,41.16456899,2.65402501,2021-08-15 03:06:07+00:00
450,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:14:02.000Z,-0.0026354,-0.81586431,6.96769678,47.57905414,18.37628506,6.99456455,2021-08-15 03:14:02+00:00
451,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:14:02.000Z,0.4231137,0.93459391,20.06225047,44.50624023,7.04582747,-34.13345642,2021-08-15 03:14:02+00:00
452,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:14:03.000Z,-0.15334075,4.95748973,17.62434592,62.88194419,-3.7064093,-37.3889098,2021-08-15 03:14:03+00:00
453,Monero,XMR,monero,161,1,29,2021-08-15T03:14:04.000Z,-0.32752082,0.54074247,2.99437094,36.95139391,-0.39013423,-23.69955486,2021-08-15 03:14:04+00:00
454,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:14:02.000Z,-0.11401258,-1.04476634,5.21772297,67.62538708,29.90084514,-2.59295527,2021-08-15 03:14:02+00:00
455,Cardano,ADA,cardano,287,1,3,2021-08-15T03:13:08.000Z,-0.76370716,1.08923256,48.77611339,75.12564439,40.47776213,3.79796578,2021-08-15 03:13:08+00:00
456,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:15:02.000Z,-0.00216284,-0.8135429,6.81568358,47.54593019,18.3157537,7.02359908,2021-08-15 03:15:02+00:00
457,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:15:02.000Z,0.34171999,0.86182981,19.83708192,44.43586262,7.0276076,-33.90359668,2021-08-15 03:15:02+00:00
458,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:15:03.000Z,-0.18779575,5.01466925,17.47956416,62.98396584,-3.65519243,-37.30934451,2021-08-15 03:15:03+00:00
459,Monero,XMR,monero,161,1,29,2021-08-15T03:15:04.000Z,-0.39768348,0.52831858,2.95185003,36.91856211,-0.4536455,-23.77913707,2021-08-15 03:15:04+00:00
460,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:15:02.000Z,-0.07585452,-1.01272057,5.15485363,67.43635468,29.9566786,-2.67429659,2021-08-15 03:15:02+00:00
461,Cardano,ADA,cardano,287,1,3,2021-08-15T03:14:07.000Z,-0.8291442,1.40617196,48.5318129,74.96853797,40.29804883,4.04304467,2021-08-15 03:14:07+00:00
462,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:24:02.000Z,-0.25570175,-0.75573876,6.5211953,47.53126734,17.984269,8.17229488,2021-08-15 03:24:02+00:00
463,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:24:02.000Z,-0.47912196,0.8872165,19.01393795,43.4102922,6.20855561,-33.41376427,2021-08-15 03:24:02+00:00
464,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:24:03.000Z,-0.58447809,5.62756843,17.52208475,62.65509118,-3.57934066,-36.05209921,2021-08-15 03:24:03+00:00
465,Monero,XMR,monero,161,1,29,2021-08-15T03:24:04.000Z,-0.95760054,0.24028737,2.30140548,36.72935272,-1.11021418,-22.71337621,2021-08-15 03:24:04+00:00
466,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:24:02.000Z,-0.38315739,-0.8074673,4.72582478,67.84470674,29.56331325,-1.02750407,2021-08-15 03:24:02+00:00
467,Cardano,ADA,cardano,287,1,3,2021-08-15T03:23:07.000Z,-0.93561309,1.75790143,47.98038412,74.56830847,39.65784886,5.41150929,2021-08-15 03:23:07+00:00
468,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:29:02.000Z,-0.12354255,-0.63861572,6.65427205,47.68892483,18.27409447,8.8640768,2021-08-15 03:29:02+00:00
469,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:29:02.000Z,-0.55278722,1.17185332,19.25832785,44.18462468,6.84425014,-32.72211146,2021-08-15 03:29:02+00:00
470,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:29:03.000Z,-1.31631622,6.11505897,17.23051112,63.26509724,-3.1995711,-35.57126291,2021-08-15 03:29:03+00:00
471,Monero,XMR,monero,161,1,29,2021-08-15T03:29:04.000Z,-0.90599657,0.46011451,2.35365787,37.03192278,-0.77922074,-22.13726701,2021-08-15 03:29:04+00:00
472,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:29:02.000Z,-0.23365435,-0.71057886,4.83929402,68.0239328,30.02149119,-0.19343,2021-08-15 03:29:02+00:00
473,Cardano,ADA,cardano,287,1,3,2021-08-15T03:28:07.000Z,-0.81071865,2.41817884,48.25902365,75.39843551,40.34329383,5.42798052,2021-08-15 03:28:07+00:00
474,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:33:02.000Z,-0.13330578,-0.54178474,6.65088727,47.69467414,18.36370184,9.68453298,2021-08-15 03:33:02+00:00
475,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:33:02.000Z,-0.46402337,1.55906362,19.67569655,44.54995573,6.97960919,-31.87166536,2021-08-15 03:33:02+00:00
476,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:33:03.000Z,-1.51108528,6.54155182,17.73414855,63.69979995,-2.80012403,-34.49894568,2021-08-15 03:33:03+00:00
477,Monero,XMR,monero,161,1,29,2021-08-15T03:33:04.000Z,-0.73443799,0.85800511,2.47478054,36.62555033,-0.76826898,-21.17506446,2021-08-15 03:33:04+00:00
478,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:33:02.000Z,-0.24883924,-0.58636217,5.08689522,67.84574125,30.06602103,1.21199468,2021-08-15 03:33:02+00:00
479,Cardano,ADA,cardano,287,1,3,2021-08-15T03:32:08.000Z,-0.76110633,2.45121996,48.84715531,75.49843098,40.95618009,6.14548933,2021-08-15 03:32:08+00:00
480,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:39:02.000Z,-0.10760136,-0.5097273,6.93902444,47.70295278,18.22158174,7.71056876,2021-08-15 03:39:02+00:00
481,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:39:02.000Z,-0.45261226,2.27509731,20.44918349,45.25323866,7.3223791,-32.80235617,2021-08-15 03:39:02+00:00
482,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:39:03.000Z,-0.89607401,6.17172122,18.39414044,62.94244066,-3.27674156,-36.21918047,2021-08-15 03:39:03+00:00
483,Monero,XMR,monero,161,1,29,2021-08-15T03:39:04.000Z,-0.73466382,0.8727725,2.53531575,36.65457086,-0.8894416,-22.75971904,2021-08-15 03:39:04+00:00
484,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:39:02.000Z,-0.19955082,-0.54054655,5.46683987,67.73381518,30.0072169,-0.20511235,2021-08-15 03:39:02+00:00
485,Cardano,ADA,cardano,287,1,3,2021-08-15T03:38:07.000Z,-0.07952442,2.71969707,49.2081512,75.41473141,40.61306725,3.29873361,2021-08-15 03:38:07+00:00
486,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:44:02.000Z,-0.28932115,-0.69649049,6.71911573,47.65402549,17.82792354,8.21247366,2021-08-15 03:44:02+00:00
487,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:44:02.000Z,-0.93863557,3.46017875,19.71874531,44.73167994,6.55047632,-33.04601258,2021-08-15 03:44:02+00:00
488,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:44:03.000Z,-1.68478034,5.9678013,18.04285323,62.33620518,-3.98659514,-36.3047404,2021-08-15 03:44:03+00:00
489,Monero,XMR,monero,161,1,29,2021-08-15T03:44:04.000Z,-1.07230431,0.79977863,2.15297645,36.43797323,-1.49684206,-22.70624453,2021-08-15 03:44:04+00:00
490,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:44:02.000Z,-0.43190717,-0.75619055,5.0292338,67.62046647,29.40071386,-0.27632645,2021-08-15 03:44:02+00:00
491,Cardano,ADA,cardano,287,1,3,2021-08-15T03:43:08.000Z,-0.49163512,2.98728636,48.8705816,75.31568931,40.26647107,3.74318376,2021-08-15 03:43:08+00:00
492,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:49:02.000Z,-0.49760483,-1.06474472,6.17593242,47.29263082,17.49383668,8.40691888,2021-08-15 03:49:02+00:00
493,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:49:02.000Z,-1.04560079,2.11081372,18.80644231,44.03421827,5.95554545,-32.66544419,2021-08-15 03:49:02+00:00
494,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:49:03.000Z,-1.8903628,5.1261425,16.81007484,61.5994434,-4.4017473,-36.41560888,2021-08-15 03:49:03+00:00
495,Monero,XMR,monero,161,1,29,2021-08-15T03:49:04.000Z,-1.12324386,0.46113711,1.70388736,36.11086418,-1.77729337,-22.45515811,2021-08-15 03:49:04+00:00
496,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:49:02.000Z,-0.37886409,-1.00235903,4.69643927,67.22853395,29.2395823,-0.25631927,2021-08-15 03:49:02+00:00
497,Cardano,ADA,cardano,287,1,3,2021-08-15T03:48:08.000Z,-1.06700566,2.35212402,47.84869918,74.37178835,39.53308847,3.59168583,2021-08-15 03:48:08+00:00
498,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:50:02.000Z,-0.55666225,-1.08620201,6.21348288,47.2492964,17.47099255,8.40186334,2021-08-15 03:50:02+00:00
499,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:50:02.000Z,-1.13778334,2.13853449,18.76531359,43.91915546,5.97861903,-33.04449532,2021-08-15 03:50:02+00:00
500,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:50:03.000Z,-2.02485401,5.13635642,16.81902214,61.68969853,-4.33225587,-36.32569505,2021-08-15 03:50:03+00:00
501,Monero,XMR,monero,161,1,29,2021-08-15T03:50:04.000Z,-1.23748198,0.44200513,1.71851835,35.99747406,-1.76677225,-22.61027222,2021-08-15 03:50:04+00:00
502,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:50:02.000Z,-0.45651376,-0.98423058,4.70784282,67.37482874,29.28763142,-0.12921726,2021-08-15 03:50:02+00:00
503,Cardano,ADA,cardano,287,1,3,2021-08-15T03:49:07.000Z,-1.19166095,2.13940851,47.57409805,74.06880259,39.29063789,3.41168649,2021-08-15 03:49:07+00:00
504,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T03:59:02.000Z,-0.7110285,-1.39100892,5.87303027,46.82583994,17.01189816,8.6858622,2021-08-15 03:59:02+00:00
505,Litecoin,LTC,litecoin,710,1,13,2021-08-15T03:59:02.000Z,-1.30272294,1.92393009,18.522697,44.06247242,5.93671842,-32.18426956,2021-08-15 03:59:02+00:00
506,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T03:59:03.000Z,-2.58068855,3.99483261,14.24192115,60.69047199,-5.14711897,-36.60637731,2021-08-15 03:59:03+00:00
507,Monero,XMR,monero,161,1,29,2021-08-15T03:59:04.000Z,-1.8170491,-0.3267706,1.33417843,35.09613487,-2.60073067,-23.00093704,2021-08-15 03:59:04+00:00
508,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T03:59:02.000Z,-0.70441318,-1.37322072,4.28720899,66.659399,28.75307965,-0.03282074,2021-08-15 03:59:02+00:00
509,Cardano,ADA,cardano,287,1,3,2021-08-15T03:58:07.000Z,-1.2331919,1.78361473,47.45468813,74.1036857,39.19109848,4.23886551,2021-08-15 03:58:07+00:00
510,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T04:04:02.000Z,-1.05366128,-1.60052328,5.34328214,46.17819941,16.90731306,9.8639611,2021-08-15 04:04:02+00:00
511,Litecoin,LTC,litecoin,710,1,13,2021-08-15T04:04:02.000Z,-2.14379148,1.25799438,17.50827475,42.53179792,5.06020747,-31.88056157,2021-08-15 04:04:02+00:00
512,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T04:04:03.000Z,-2.96159106,3.67342727,12.32746805,59.21398216,-5.65196447,-35.90156119,2021-08-15 04:04:03+00:00
513,Monero,XMR,monero,161,1,29,2021-08-15T04:04:04.000Z,-1.95187768,-0.38076513,0.78562553,34.38681608,-3.01030372,-22.28672756,2021-08-15 04:04:04+00:00
514,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T04:04:02.000Z,-0.92148738,-1.50328693,3.59076805,65.69931232,28.68994356,1.50792383,2021-08-15 04:04:02+00:00
515,Cardano,ADA,cardano,287,1,3,2021-08-15T04:03:08.000Z,-1.91067233,1.22615539,45.73084984,72.3098404,38.06877224,4.10852676,2021-08-15 04:03:08+00:00
516,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T04:09:02.000Z,-0.92211195,-1.49841672,5.58609243,46.06264807,16.86638559,9.71292587,2021-08-15 04:09:02+00:00
517,Litecoin,LTC,litecoin,710,1,13,2021-08-15T04:09:02.000Z,-1.49949404,1.63469567,17.66224394,42.26141236,4.98047045,-32.5890119,2021-08-15 04:09:02+00:00
518,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T04:09:03.000Z,-1.53563578,4.28102335,14.06427912,59.00910771,-5.32239501,-35.3786477,2021-08-15 04:09:03+00:00
519,Monero,XMR,monero,161,1,29,2021-08-15T04:09:04.000Z,-1.71269692,-0.32153626,1.19565104,34.41189906,-3.32040832,-22.36584425,2021-08-15 04:09:04+00:00
520,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T04:09:02.000Z,-0.75817224,-1.35005812,4.13037565,65.82826498,28.73750929,1.91180285,2021-08-15 04:09:02+00:00
521,Cardano,ADA,cardano,287,1,3,2021-08-15T04:08:07.000Z,-0.99115547,2.05608052,46.93557289,73.25031707,38.75358288,6.10513027,2021-08-15 04:08:07+00:00
522,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T04:14:02.000Z,-1.27780734,-1.89750755,4.88328897,45.51049186,16.55178664,7.59334522,2021-08-15 04:14:02+00:00
523,Litecoin,LTC,litecoin,710,1,13,2021-08-15T04:14:02.000Z,-2.09728805,1.12015249,16.67519132,41.49248917,4.46087037,-34.045452,2021-08-15 04:14:02+00:00
524,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T04:14:03.000Z,-2.27910039,3.35454134,12.87453555,58.10834902,-5.87415466,-37.42661907,2021-08-15 04:14:03+00:00
525,Monero,XMR,monero,161,1,29,2021-08-15T04:14:04.000Z,-2.00798588,-0.55359399,0.55435351,33.70445303,-3.544296,-23.53687487,2021-08-15 04:14:04+00:00
526,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T04:14:02.000Z,-1.05161619,-1.58853554,3.53491701,65.28972477,28.41788413,-0.59832509,2021-08-15 04:14:02+00:00
527,Cardano,ADA,cardano,287,1,3,2021-08-15T04:13:08.000Z,-1.04647423,1.66218614,46.01121216,72.18003623,38.36295992,2.48548449,2021-08-15 04:13:08+00:00
528,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T04:19:02.000Z,-1.0370151,-1.96172581,5.13861477,46.18541077,16.60026402,8.03439428,2021-08-15 04:19:02+00:00
529,Litecoin,LTC,litecoin,710,1,14,2021-08-15T04:19:02.000Z,-1.30363566,1.03596741,17.39353592,42.48477616,4.8614765,-34.05472738,2021-08-15 04:19:02+00:00
530,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T04:19:03.000Z,-1.67235478,3.67322741,14.67943852,60.2923025,-5.3052216,-36.92946247,2021-08-15 04:19:03+00:00
531,Monero,XMR,monero,161,1,29,2021-08-15T04:19:04.000Z,-1.45023176,-0.46289196,1.14192314,35.0177639,-3.66891562,-23.4899799,2021-08-15 04:19:04+00:00
532,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T04:19:02.000Z,-0.96378091,-1.71417688,3.86355915,66.16111706,28.26340097,-0.83414223,2021-08-15 04:19:02+00:00
533,Cardano,ADA,cardano,287,1,3,2021-08-15T04:18:08.000Z,-0.70495936,1.52876189,46.10938557,72.99369659,38.2325316,2.10643775,2021-08-15 04:18:08+00:00
534,Bitcoin,BTC,bitcoin,8909,1,1,2021-08-15T04:24:02.000Z,-0.94837498,-1.96281178,5.25593861,46.23111064,16.95862804,7.82131911,2021-08-15 04:24:02+00:00
535,Litecoin,LTC,litecoin,710,1,14,2021-08-15T04:24:02.000Z,-0.98975841,0.96183508,17.45536776,42.69639541,5.10118542,-34.16503414,2021-08-15 04:24:02+00:00
536,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-15T04:24:03.000Z,-1.39112061,3.89752037,14.07474,60.75631546,-4.7224826,-37.33135809,2021-08-15 04:24:03+00:00
537,Monero,XMR,monero,161,1,29,2021-08-15T04:24:04.000Z,-1.2656843,-0.54720293,1.07073346,35.1763362,-3.29610298,-23.76386723,2021-08-15 04:24:04+00:00
538,Ethereum,ETH,ethereum,5593,1,2,2021-08-15T04:24:02.000Z,-0.72031434,-1.49791513,4.17239178,66.47590892,28.82163441,-0.75076782,2021-08-15 04:24:02+00:00
539,Cardano,ADA,cardano,287,1,3,2021-08-15T04:23:08.000Z,-0.03790948,2.11127296,47.29362817,74.1664522,39.21779041,2.58009057,2021-08-15 04:23:08+00:00
