,name,symbol,slug,num_market_pairs,is_active,cmc_rank,last_updated,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.last_updated
301,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:09:02.000Z,-0.98760905,9.19736918,21.73083187,37.69074175,2.40254699,-40.52858539,2021-08-14 01:09:02+00:00
302,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:09:03.000Z,0.83973913,9.092637,40.41544155,45.99019203,-11.18312465,-43.58129813,2021-08-14 01:09:03+00:00
303,Monero,XMR,monero,161,1,29,2021-08-14T01:09:04.000Z,-0.26019337,5.4258189,3.20152914,32.59002228,-2.23001203,-30.23784445,2021-08-14 01:09:04+00:00
304,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:09:02.000Z,-0.25509737,8.15453353,14.07457469,62.71962328,26.8845527,-12.79721291,2021-08-14 01:09:02+00:00
305,Cardano,ADA,cardano,287,1,4,2021-08-14T01:08:07.000Z,-1.72637061,12.18869374,49.00409741,64.33640662,32.5190956,-9.55030077,2021-08-14 01:08:07+00:00
306,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:14:02.000Z,0.05716969,7.1584873,11.18932893,43.95237833,18.02030661,-0.59459981,2021-08-14 01:14:02+00:00
307,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:14:02.000Z,-0.31490422,9.58293815,22.14747847,38.14097968,2.76006067,-40.51937399,2021-08-14 01:14:02+00:00
308,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:14:03.000Z,-0.08565129,8.63556452,40.36152595,44.69371513,-11.78301578,-44.03074693,2021-08-14 01:14:03+00:00
309,Monero,XMR,monero,161,1,29,2021-08-14T01:14:04.000Z,-0.14959718,5.0633457,3.59229462,32.60648287,-2.40857067,-30.59605744,2021-08-14 01:14:04+00:00
310,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:14:02.000Z,0.16458919,8.21462861,14.66396021,62.83138872,26.79884236,-13.40885707,2021-08-14 01:14:02+00:00
311,Cardano,ADA,cardano,287,1,4,2021-08-14T01:13:08.000Z,-1.10982535,12.75660655,49.48467912,64.82885262,32.50134263,-9.33962109,2021-08-14 01:13:08+00:00
312,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:19:02.000Z,0.10095394,6.75428103,11.1426276,44.19060708,18.02400779,-0.52351588,2021-08-14 01:19:02+00:00
313,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:19:02.000Z,0.04018872,9.75373722,23.00811323,39.32546977,3.43235015,-40.09521834,2021-08-14 01:19:02+00:00
314,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:19:03.000Z,0.46162986,7.81615406,40.61388379,45.09487489,-11.75222113,-43.78488554,2021-08-14 01:19:03+00:00
315,Monero,XMR,monero,161,1,29,2021-08-14T01:19:04.000Z,0.13825609,4.77501983,3.64396431,32.84861982,-1.89726234,-30.41077384,2021-08-14 01:19:04+00:00
316,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:19:02.000Z,0.31527464,7.40573228,14.47819179,63.09130497,26.91893168,-13.28250535,2021-08-14 01:19:02+00:00
317,Cardano,ADA,cardano,287,1,4,2021-08-14T01:18:07.000Z,-0.0165102,13.39496345,50.61293199,66.34056785,33.5142082,-8.45191376,2021-08-14 01:18:07+00:00
318,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:24:02.000Z,-0.06694699,6.47094664,10.65029217,44.47133727,18.07382615,-0.52255976,2021-08-14 01:24:02+00:00
319,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:24:02.000Z,-0.13353108,9.2339385,22.3728653,39.0303792,3.06672273,-40.25872805,2021-08-14 01:24:02+00:00
320,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:24:03.000Z,0.02888333,7.31590866,39.71231778,45.03535866,-11.94954273,-45.2724172,2021-08-14 01:24:03+00:00
321,Monero,XMR,monero,161,1,29,2021-08-14T01:24:04.000Z,-0.02039855,4.60966915,3.34391029,33.24914984,-2.06903467,-30.58696399,2021-08-14 01:24:04+00:00
322,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:24:02.000Z,0.21615151,7.18332625,14.01530442,63.25535132,26.90792291,-13.33012165,2021-08-14 01:24:02+00:00
323,Cardano,ADA,cardano,287,1,4,2021-08-14T01:23:07.000Z,-0.24850463,12.73094243,49.88838502,65.76838341,32.61528223,-8.86825812,2021-08-14 01:23:07+00:00
324,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:29:02.000Z,-0.18525685,6.50183543,10.82044511,44.88882308,18.13853714,-0.42966437,2021-08-14 01:29:02+00:00
325,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:29:02.000Z,-0.04650823,9.1867257,22.55218765,39.50915315,3.19661885,-40.44223443,2021-08-14 01:29:02+00:00
326,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:29:03.000Z,-1.21220888,7.11958573,39.58882261,45.55204004,-11.93544681,-45.46587958,2021-08-14 01:29:03+00:00
327,Monero,XMR,monero,161,1,29,2021-08-14T01:29:04.000Z,-0.08496704,4.53570738,3.40147,33.48801318,-1.99266722,-30.78922038,2021-08-14 01:29:04+00:00
328,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:29:02.000Z,0.01298557,7.24637326,14.15183236,64.09792177,27.19143536,-13.12077216,2021-08-14 01:29:02+00:00
329,Cardano,ADA,cardano,287,1,4,2021-08-14T01:28:07.000Z,-1.2116338,12.27425786,49.17483583,65.997883,32.37265877,-8.75845077,2021-08-14 01:28:07+00:00
330,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:34:02.000Z,-0.18377317,6.51967448,10.70470119,44.93661539,18.1602034,-0.1722563,2021-08-14 01:34:02+00:00
331,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:34:02.000Z,-0.33842049,9.26606116,22.22833229,39.48976402,3.18741498,-40.30990299,2021-08-14 01:34:02+00:00
332,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:34:03.000Z,-1.59708507,8.14314889,39.55345969,46.09403527,-11.51610548,-46.17050859,2021-08-14 01:34:03+00:00
333,Monero,XMR,monero,161,1,29,2021-08-14T01:34:04.000Z,-0.30157867,4.67504481,3.32492744,33.32230757,-1.86555293,-30.50305809,2021-08-14 01:34:04+00:00
334,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:34:02.000Z,-0.07169713,7.2547814,13.99237952,64.2412023,27.21435453,-12.65349054,2021-08-14 01:34:02+00:00
335,Cardano,ADA,cardano,287,1,4,2021-08-14T01:33:07.000Z,-1.27630209,12.20468333,48.74635022,65.65077655,32.34823953,-8.57671866,2021-08-14 01:33:07+00:00
336,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T01:39:02.000Z,0.01684148,6.32059113,10.49212096,44.94043302,17.83714021,-0.43501853,2021-08-14 01:39:02+00:00
337,Litecoin,LTC,litecoin,710,1,14,2021-08-14T01:39:02.000Z,-0.03801246,8.82683128,21.76273868,39.22025363,2.57122839,-40.88422291,2021-08-14 01:39:02+00:00
338,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T01:39:03.000Z,-0.81526399,7.29137767,38.53492468,45.20620508,-12.27712784,-46.56899246,2021-08-14 01:39:03+00:00
339,Monero,XMR,monero,161,1,29,2021-08-14T01:39:04.000Z,-0.12503699,4.45603555,3.30402844,33.34297801,-2.48232243,-30.85455337,2021-08-14 01:39:04+00:00
340,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T01:39:02.000Z,0.28314689,7.12414816,13.75290473,64.02079844,26.70498373,-13.29010145,2021-08-14 01:39:02+00:00
341,Cardano,ADA,cardano,287,1,4,2021-08-14T01:38:07.000Z,-0.44180253,12.46637671,49.11625881,66.39066873,32.44333162,-7.98030798,2021-08-14 01:38:07+00:00
342,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T03:39:02.000Z,-0.07710076,5.06405104,9.48767239,45.10130004,17.42704996,-0.80059581,2021-08-14 03:39:02+00:00
343,Litecoin,LTC,litecoin,710,1,14,2021-08-14T03:39:02.000Z,-0.60779459,6.98208338,18.36589871,39.43433312,1.01909433,-41.39997527,2021-08-14 03:39:02+00:00
344,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T03:39:03.000Z,-0.03220572,6.35041758,35.17398098,46.61084573,-11.84316252,-45.56538373,2021-08-14 03:39:03+00:00
345,Monero,XMR,monero,161,1,29,2021-08-14T03:39:04.000Z,0.06833295,3.80837778,2.33767581,34.67172962,-3.88774018,-30.22230297,2021-08-14 03:39:04+00:00
346,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T03:39:02.000Z,0.03407796,5.59840258,12.78445455,65.99695747,27.42335768,-12.95004432,2021-08-14 03:39:02+00:00
347,Cardano,ADA,cardano,287,1,4,2021-08-14T03:39:07.000Z,0.71711228,7.05002733,46.63504514,69.37470718,34.93866881,-6.34278986,2021-08-14 03:39:07+00:00
348,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T03:44:02.000Z,0.00641413,4.99683769,9.69029337,45.01966499,17.43526697,-0.9091039,2021-08-14 03:44:02+00:00
349,Litecoin,LTC,litecoin,710,1,14,2021-08-14T03:44:02.000Z,-2.0393859,5.25933576,16.57825724,37.19543008,-0.44585318,-42.41545363,2021-08-14 03:44:02+00:00
350,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T03:44:03.000Z,0.07087602,5.76227398,34.9844021,46.06972981,-12.27362894,-45.86867334,2021-08-14 03:44:03+00:00
351,Monero,XMR,monero,161,1,29,2021-08-14T03:44:04.000Z,0.10796522,3.48792513,2.00630487,33.85049387,-3.95446993,-30.5717621,2021-08-14 03:44:04+00:00
352,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T03:44:02.000Z,0.11398576,5.41592001,13.05359685,65.81662922,27.35333686,-13.28278307,2021-08-14 03:44:02+00:00
353,Cardano,ADA,cardano,287,1,4,2021-08-14T03:43:08.000Z,0.84132955,7.10886567,46.65412496,68.9212132,34.46354634,-7.38559975,2021-08-14 03:43:08+00:00
354,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T03:49:02.000Z,-0.09601631,5.02013566,8.926544,45.03101465,17.39012708,-0.81930747,2021-08-14 03:49:02+00:00
355,Litecoin,LTC,litecoin,710,1,15,2021-08-14T03:49:02.000Z,-1.62594918,6.17229263,16.78715903,38.16308923,0.23713435,-41.94280901,2021-08-14 03:49:02+00:00
356,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T03:49:03.000Z,0.02116593,6.2638949,34.28184248,46.3567545,-12.05561975,-45.81928684,2021-08-14 03:49:03+00:00
357,Monero,XMR,monero,161,1,29,2021-08-14T03:49:04.000Z,-0.1316439,3.52532342,1.42379191,34.20287995,-4.00967143,-30.45576899,2021-08-14 03:49:04+00:00
358,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T03:49:02.000Z,-0.03592524,5.49051648,12.37551942,65.97419268,27.19320709,-13.24563841,2021-08-14 03:49:02+00:00
359,Cardano,ADA,cardano,287,1,4,2021-08-14T03:48:08.000Z,0.41245779,7.42167775,45.99624103,69.21846615,34.11865186,-6.72469814,2021-08-14 03:48:08+00:00
360,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T03:54:02.000Z,-0.04777278,5.10269222,8.88826101,45.23415726,17.20940012,-0.94858797,2021-08-14 03:54:02+00:00
361,Litecoin,LTC,litecoin,710,1,15,2021-08-14T03:54:02.000Z,-1.64668286,6.11430754,16.79319563,38.33749848,0.114711,-42.0015608,2021-08-14 03:54:02+00:00
362,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T03:54:03.000Z,0.0843714,6.44484793,34.52592212,47.12368105,-11.75680923,-45.66580651,2021-08-14 03:54:03+00:00
363,Monero,XMR,monero,161,1,29,2021-08-14T03:54:04.000Z,-0.01050957,3.62942779,1.42265886,34.55893336,-4.18557232,-30.4538132,2021-08-14 03:54:04+00:00
364,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T03:54:02.000Z,-0.09370579,5.60386095,12.51895164,66.31190031,27.07830334,-13.49443247,2021-08-14 03:54:02+00:00
365,Cardano,ADA,cardano,287,1,4,2021-08-14T03:53:08.000Z,0.33820697,7.87435019,46.49536071,69.7843853,34.42083599,-6.68976143,2021-08-14 03:53:08+00:00
366,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T03:59:02.000Z,-0.06445587,5.21235595,8.65301048,45.43446556,17.79899647,-1.5080634,2021-08-14 03:59:02+00:00
367,Litecoin,LTC,litecoin,710,1,15,2021-08-14T03:59:02.000Z,-1.59527507,6.38270347,16.8836478,38.56527596,0.39056758,-42.39152335,2021-08-14 03:59:02+00:00
368,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T03:59:03.000Z,-0.06361581,6.94620372,34.32283797,47.44805207,-11.52344826,-45.83903243,2021-08-14 03:59:03+00:00
369,Monero,XMR,monero,161,1,29,2021-08-14T03:59:04.000Z,-0.24533264,3.96466509,1.33538565,34.84194587,-3.87774628,-30.82333004,2021-08-14 03:59:04+00:00
370,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T03:59:02.000Z,-0.18232017,5.70554192,12.19603516,66.41562953,27.55445936,-13.77212632,2021-08-14 03:59:02+00:00
371,Cardano,ADA,cardano,287,1,4,2021-08-14T03:58:08.000Z,-0.04820492,8.2981765,46.34715362,69.96198022,34.70738954,-7.06695925,2021-08-14 03:58:08+00:00
372,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:04:02.000Z,-0.11021208,5.05528628,8.74396647,46.2107702,17.48960427,-2.35592466,2021-08-14 04:04:02+00:00
373,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:04:02.000Z,-1.66032971,6.15391805,16.66318618,39.09251275,0.04870662,-42.72504067,2021-08-14 04:04:02+00:00
374,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:04:03.000Z,-0.83641889,6.66676319,34.10837288,48.28192217,-12.02426611,-46.22556023,2021-08-14 04:04:03+00:00
375,Monero,XMR,monero,161,1,29,2021-08-14T04:04:04.000Z,-0.68036662,3.60641046,0.67070441,35.88268972,-4.37944182,-31.75406713,2021-08-14 04:04:04+00:00
376,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:04:02.000Z,-0.38124904,5.51431643,11.87875985,67.70808992,26.89752923,-14.08394212,2021-08-14 04:04:02+00:00
377,Cardano,ADA,cardano,287,1,4,2021-08-14T04:03:09.000Z,-0.41182441,8.0303215,45.53961518,70.09771353,34.0691863,-7.11144624,2021-08-14 04:03:09+00:00
378,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:09:02.000Z,-0.26487284,5.04792487,8.56559817,45.90036085,17.54537073,-2.32792817,2021-08-14 04:09:02+00:00
379,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:09:02.000Z,-2.19166315,5.71287725,15.87782378,38.06286111,-0.20371597,-42.85137053,2021-08-14 04:09:02+00:00
380,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:09:03.000Z,-1.15357104,6.66343676,33.425575,47.72075061,-12.1899392,-46.29901333,2021-08-14 04:09:03+00:00
381,Monero,XMR,monero,161,1,29,2021-08-14T04:09:04.000Z,-0.79107054,3.58203245,0.38866398,35.53990105,-4.34698245,-31.83785683,2021-08-14 04:09:04+00:00
382,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:09:02.000Z,-0.56546163,5.49754394,10.94076661,67.1901859,26.97760948,-14.07451812,2021-08-14 04:09:02+00:00
383,Cardano,ADA,cardano,287,1,4,2021-08-14T04:08:08.000Z,-1.17988317,7.15950672,44.96936032,69.44960401,33.40859661,-8.80391237,2021-08-14 04:08:08+00:00
384,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:14:02.000Z,-0.18933151,5.37978575,8.18186447,46.04334454,17.69529161,-1.88539038,2021-08-14 04:14:02+00:00
385,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:14:02.000Z,-2.27694253,5.91505983,15.66812159,38.21930509,-0.41985974,-42.55907335,2021-08-14 04:14:02+00:00
386,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:14:03.000Z,-0.7635254,7.39624783,32.77450549,48.34138014,-11.93317322,-45.82580063,2021-08-14 04:14:03+00:00
387,Monero,XMR,monero,161,1,29,2021-08-14T04:14:04.000Z,-0.92965395,3.9177926,-0.21794113,35.75565115,-4.27482053,-31.63631943,2021-08-14 04:14:04+00:00
388,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:14:02.000Z,-0.50488026,5.76782387,10.51465506,67.38272445,26.92409429,-13.64890078,2021-08-14 04:14:02+00:00
389,Cardano,ADA,cardano,287,1,4,2021-08-14T04:13:07.000Z,-1.60416218,7.52294875,45.28969963,69.592003,33.48429735,-8.20369168,2021-08-14 04:13:07+00:00
390,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:19:02.000Z,0.084634,5.64755438,8.63889076,46.11043294,18.07039271,-1.61095474,2021-08-14 04:19:02+00:00
391,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:19:02.000Z,-1.49309537,6.54373367,16.45868933,38.70003253,0.2578465,-42.18351999,2021-08-14 04:19:02+00:00
392,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:19:03.000Z,-0.24512895,7.68526457,33.89135883,48.98287309,-11.49795155,-45.72377477,2021-08-14 04:19:03+00:00
393,Monero,XMR,monero,161,1,29,2021-08-14T04:19:04.000Z,-0.76553419,4.47007717,0.27171344,35.89232312,-4.0006759,-31.38974596,2021-08-14 04:19:04+00:00
394,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:19:02.000Z,-0.16596118,6.01603758,10.50595151,67.32119184,27.1693058,-13.53401324,2021-08-14 04:19:02+00:00
395,Cardano,ADA,cardano,287,1,4,2021-08-14T04:18:08.000Z,-0.85110961,7.96557247,45.58942808,69.54618146,33.80992206,-8.18823711,2021-08-14 04:18:08+00:00
396,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:24:02.000Z,0.27118819,5.8139316,9.04489256,46.22711682,17.85433172,-1.62288697,2021-08-14 04:24:02+00:00
397,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:24:02.000Z,-1.06293461,6.71727437,16.98077434,38.97254178,0.1838574,-42.21465393,2021-08-14 04:24:02+00:00
398,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:24:03.000Z,0.25086372,8.03286383,34.48305475,49.12097962,-11.3379193,-45.57612722,2021-08-14 04:24:03+00:00
399,Monero,XMR,monero,161,1,29,2021-08-14T04:24:04.000Z,-0.48388311,4.69318741,0.98770741,36.17048058,-3.95304951,-31.28313861,2021-08-14 04:24:04+00:00
400,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:24:02.000Z,-0.02441594,6.07792619,10.85664184,67.28866744,26.59193087,-13.48167176,2021-08-14 04:24:02+00:00
401,Cardano,ADA,cardano,287,1,4,2021-08-14T04:23:07.000Z,-0.38384344,7.76910139,45.85309047,69.96434324,33.56415363,-8.1577596,2021-08-14 04:23:07+00:00
402,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:29:02.000Z,0.22212084,5.75327302,9.13715565,45.93433963,17.76325235,-1.61761563,2021-08-14 04:29:02+00:00
403,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:29:02.000Z,-1.2444081,6.60129722,16.92022679,38.74208609,-0.02365309,-42.48333693,2021-08-14 04:29:02+00:00
404,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:29:03.000Z,0.31994274,7.85789907,34.63898892,49.12740135,-11.79668771,-45.67590268,2021-08-14 04:29:03+00:00
405,Monero,XMR,monero,161,1,29,2021-08-14T04:29:04.000Z,-0.41738587,4.67563808,0.96653035,35.97122806,-3.79449149,-31.33904883,2021-08-14 04:29:04+00:00
406,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:29:02.000Z,-0.09335894,5.98739044,10.74283059,66.86778609,26.49460152,-13.75422337,2021-08-14 04:29:02+00:00
407,Cardano,ADA,cardano,287,1,4,2021-08-14T04:28:07.000Z,-0.21510183,8.1824003,46.11782386,69.64900663,33.62444901,-7.89172716,2021-08-14 04:28:07+00:00
408,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:34:02.000Z,0.25900662,5.51767571,9.09007526,45.84812922,17.70836319,-1.31084035,2021-08-14 04:34:02+00:00
409,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:34:02.000Z,-0.72837872,6.71334955,17.45875622,39.39471208,0.30353259,-42.17926222,2021-08-14 04:34:02+00:00
410,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:34:03.000Z,0.26654013,7.30395407,34.62777442,48.84718734,-11.8782607,-45.58712751,2021-08-14 04:34:03+00:00
411,Monero,XMR,monero,161,1,29,2021-08-14T04:34:04.000Z,0.02380279,4.66071763,1.31376056,36.06135997,-3.7366553,-31.17385656,2021-08-14 04:34:04+00:00
412,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:34:02.000Z,0.0284393,5.74979723,10.77842451,67.20326321,26.34987182,-13.48786512,2021-08-14 04:34:02+00:00
413,Cardano,ADA,cardano,287,1,4,2021-08-14T04:33:07.000Z,0.27775903,8.36436059,46.89045295,70.15894975,34.27723366,-7.55603242,2021-08-14 04:33:07+00:00
414,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:39:02.000Z,0.15917878,5.29334641,9.06677702,46.00427575,17.56805323,-1.51403632,2021-08-14 04:39:02+00:00
415,Litecoin,LTC,litecoin,710,1,14,2021-08-14T04:39:02.000Z,-0.62332671,6.40714119,17.38057256,39.50946179,-0.11861174,-42.22242379,2021-08-14 04:39:02+00:00
416,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:39:03.000Z,0.13261396,7.0834017,34.25848624,49.15920043,-12.10049571,-45.5168447,2021-08-14 04:39:03+00:00
417,Monero,XMR,monero,161,1,29,2021-08-14T04:39:04.000Z,-0.02709722,4.41280295,1.21827266,36.38325871,-3.92410081,-31.45041649,2021-08-14 04:39:04+00:00
418,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:39:02.000Z,-0.15489756,5.45267785,10.53827047,67.148274,25.81527487,-13.86850944,2021-08-14 04:39:02+00:00
419,Cardano,ADA,cardano,287,1,4,2021-08-14T04:38:08.000Z,-0.12906206,7.65284723,46.5974931,70.1430427,33.71441773,-8.16718134,2021-08-14 04:38:08+00:00
420,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:44:02.000Z,0.2853088,5.25056278,9.25541432,45.97718168,17.47437802,-1.29971865,2021-08-14 04:44:02+00:00
421,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:44:02.000Z,1.01542091,6.08755281,17.58443629,39.41571777,-0.14622427,-42.31145724,2021-08-14 04:44:02+00:00
422,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:44:03.000Z,0.85231397,7.1407867,34.56711875,49.58951666,-11.98680501,-45.3505382,2021-08-14 04:44:03+00:00
423,Monero,XMR,monero,161,1,29,2021-08-14T04:44:04.000Z,0.34061079,4.26414385,1.29042746,36.3588343,-4.10552963,-31.37600825,2021-08-14 04:44:04+00:00
424,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:44:02.000Z,0.05898339,5.46461868,10.82880942,67.23288751,25.54611091,-13.66062753,2021-08-14 04:44:02+00:00
425,Cardano,ADA,cardano,287,1,4,2021-08-14T04:43:07.000Z,0.36464608,7.14296946,46.65322327,70.35839814,33.56901594,-8.47043219,2021-08-14 04:43:07+00:00
426,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:49:02.000Z,0.05033695,5.19089796,9.37798106,45.96226826,17.40932013,-1.42164084,2021-08-14 04:49:02+00:00
427,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:49:02.000Z,-0.0298188,5.82323745,17.46711314,39.28485515,-0.69201699,-42.55169437,2021-08-14 04:49:02+00:00
428,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:49:03.000Z,0.30803423,6.81536026,34.75036749,49.53351521,-12.24817788,-45.61910125,2021-08-14 04:49:03+00:00
429,Monero,XMR,monero,161,1,29,2021-08-14T04:49:04.000Z,0.14863406,4.09052909,1.33174139,36.48716639,-4.13925801,-31.24166882,2021-08-14 04:49:04+00:00
430,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:49:02.000Z,-0.16020569,5.35488149,11.07935461,67.28016642,25.48896643,-13.71111551,2021-08-14 04:49:02+00:00
431,Cardano,ADA,cardano,287,1,4,2021-08-14T04:48:07.000Z,0.2420293,7.37957367,46.82855184,70.49173546,33.46055886,-8.51919954,2021-08-14 04:48:07+00:00
432,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:54:02.000Z,-0.07760344,5.13952446,9.39501227,45.77446019,17.106864,-1.4274145,2021-08-14 04:54:02+00:00
433,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:54:02.000Z,-0.2657173,5.58756224,17.12169777,38.85808358,-0.84092569,-42.41026921,2021-08-14 04:54:02+00:00
434,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:54:03.000Z,-0.3948034,6.38497133,34.82164186,48.44757123,-12.86959372,-45.70667721,2021-08-14 04:54:03+00:00
435,Monero,XMR,monero,161,1,29,2021-08-14T04:54:04.000Z,-0.25869345,3.8455203,1.09329443,35.72531173,-4.7044806,-31.17640568,2021-08-14 04:54:04+00:00
436,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:54:02.000Z,-0.40567984,5.20846314,10.95568113,66.84738929,24.66147868,-13.72543421,2021-08-14 04:54:02+00:00
437,Cardano,ADA,cardano,287,1,4,2021-08-14T04:53:07.000Z,-0.69747711,7.1108378,46.00599467,68.77854606,32.20450334,-9.43454852,2021-08-14 04:53:07+00:00
438,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T04:59:02.000Z,-0.14497014,4.95835063,9.51178737,45.37650019,17.13130396,-1.36632424,2021-08-14 04:59:02+00:00
439,Litecoin,LTC,litecoin,710,1,15,2021-08-14T04:59:02.000Z,-0.28607595,5.44680763,17.30111058,38.64494847,-0.77335667,-42.27806282,2021-08-14 04:59:02+00:00
440,Dogecoin,DOGE,dogecoin,379,1,7,2021-08-14T04:59:03.000Z,-0.62025656,6.11527147,35.1908073,47.85961083,-12.81539754,-45.53181385,2021-08-14 04:59:03+00:00
441,Monero,XMR,monero,161,1,29,2021-08-14T04:59:04.000Z,-0.30705443,3.68983316,1.00587989,35.55627148,-4.78805262,-31.21739441,2021-08-14 04:59:04+00:00
442,Ethereum,ETH,ethereum,5602,1,2,2021-08-14T04:59:02.000Z,-0.51699071,4.95243677,10.80361311,66.41102525,24.47553169,-13.75766974,2021-08-14 04:59:02+00:00
443,Cardano,ADA,cardano,287,1,4,2021-08-14T04:58:08.000Z,-0.47382807,6.68816049,46.44878905,68.89865915,32.08065621,-9.39068181,2021-08-14 04:58:08+00:00
444,Bitcoin,BTC,bitcoin,8911,1,1,2021-08-14T05:04:02.000Z,-0.03970372,4.91842549,9.4421924,45.45675941,17.34695655,-1.69967581,2021-08-14 05:04:02+00:00
445,Litecoin,LTC,litecoin,710,1,15,2021-08-14T05:04:02.000Z,-0.08673438,5.46051172,17.36200836,38.95478239,-0.66839853,-42.32174647,2021-08-14 05:04:02+00:00
